,Besancenot,Buffet,Schivardi,Bayrou,Bové,Voynet,de Villiers,Royal,Nihous,Le Pen,Laguiller,Sarkozy
60220,4,2,1,5,2,3,3,1,1,4,3,6
60133,3,4,3,6,2,6,3,5,3,4,3,6
60071,3,3,3,4,3,3,4,5,3,4,3,6
60426,4,4,4,5,4,4,5,6,4,4,3,6
60225,4,3,2,5,2,3,4,3,1,6,3,6
60209,2,3,1,4,1,3,3,1,1,1,4,6
60363,4,5,2,5,1,4,4,5,1,1,4,6
60036,4,1,1,6,1,2,2,3,1,2,4,6
60252,4,2,1,5,4,3,5,3,2,4,4,6
60135,2,3,3,4,2,3,4,1,2,5,4,6
60262,1,1,2,5,3,4,1,2,2,1,5,6
60414,5,4,3,4,5,4,1,4,3,4,5,6
60304,5,3,4,2,3,4,5,5,4,5,5,6
60322,6,6,6,6,6,6,6,6,1,6,6,6
