,Besancenot,Buffet,Schivardi,Bayrou,Bové,Voynet,de Villiers,Royal,Nihous,Le Pen,Laguiller,Sarkozy
120215,4,1,2,4,2,4,4,2,3,3,3,1
120484,4,3,4,2,3,3,0,6,3,6,3,1
120442,4,3,1,4,3,2,1,2,1,1,4,1
120018,3,2,2,5,1,2,2,2,1,1,4,1
120355,4,2,2,5,1,4,1,3,1,1,4,1
120157,5,4,4,3,5,3,1,4,1,1,4,1
120144,4,5,5,3,3,2,1,6,1,1,4,1
120459,4,4,1,4,4,2,1,6,1,1,4,1
120129,4,4,3,4,6,5,1,2,2,1,4,1
120143,3,4,1,6,1,1,2,3,2,1,4,1
120006,5,4,3,3,5,5,1,5,2,1,4,1
120288,3,4,3,5,3,5,2,5,2,1,4,1
120405,4,0,2,5,2,2,1,6,2,1,4,1
120282,4,4,3,5,3,3,1,6,2,1,4,1
120376,4,3,4,2,4,3,1,6,2,1,4,1
120321,3,4,3,6,3,4,4,6,2,1,4,1
120151,5,4,3,5,5,5,4,4,3,1,4,1
120021,6,6,3,1,2,2,1,5,3,1,4,1
120291,4,3,4,5,2,3,3,5,3,1,4,1
120287,4,4,1,5,4,5,3,5,3,1,4,1
120488,5,5,3,2,4,3,1,6,3,1,4,1
120528,4,5,2,5,5,4,1,6,3,1,4,1
120273,5,5,5,4,4,5,2,6,3,1,4,1
120034,3,4,2,6,5,4,5,5,4,1,4,1
120508,5,5,2,5,4,4,1,6,4,1,4,1
120119,2,1,2,6,3,2,5,3,4,4,4,1
120267,4,3,3,2,6,5,1,3,1,1,5,1
120448,5,6,1,1,4,0,1,4,1,1,5,1
120317,5,4,4,4,4,3,3,4,1,1,5,1
120472,6,5,4,5,5,4,1,5,1,1,5,1
120554,4,4,1,5,4,3,1,6,1,1,5,1
120285,6,3,3,4,5,5,1,6,1,1,5,1
120556,5,5,1,2,6,5,1,6,1,1,5,1
120507,5,5,1,3,4,4,2,5,2,1,5,1
120458,5,5,2,3,5,5,1,6,2,1,5,1
120252,5,5,5,5,3,5,4,6,2,1,5,1
120045,5,6,4,2,4,4,1,4,3,1,5,1
120414,5,5,3,4,5,3,3,5,3,1,5,1
120015,4,5,3,5,4,5,2,6,3,1,5,1
120257,5,5,4,4,5,5,2,6,3,1,5,1
120041,5,5,1,4,4,5,3,6,3,1,5,1
120264,5,5,4,3,5,4,1,5,4,1,5,1
120503,5,5,2,5,5,5,1,6,5,1,5,1
120124,4,4,2,5,2,1,1,3,3,3,5,1
120368,6,5,6,2,2,2,5,1,0,6,5,1
120009,6,6,1,1,4,1,1,5,1,1,6,1
120509,6,6,3,3,6,5,1,5,3,1,6,1
120473,6,5,2,2,5,4,1,6,3,1,6,1
120393,3,0,0,5,0,0,0,4,0,0,0,2
120076,1,1,1,5,1,1,1,4,1,1,1,2
120511,1,1,1,5,1,1,1,4,1,1,1,2
120067,2,4,1,4,4,4,1,5,1,1,1,2
120176,2,4,1,6,1,1,1,1,2,1,1,2
120365,4,5,3,5,6,5,1,3,2,1,1,2
120307,3,3,3,4,2,2,1,6,3,1,1,2
120547,4,3,1,5,5,4,1,6,3,1,1,2
120433,1,3,0,2,3,0,5,1,0,6,1,2
120031,2,0,2,4,3,3,3,6,0,1,2,2
120310,2,2,1,0,3,4,2,4,1,1,2,2
120198,3,3,1,4,2,3,1,5,1,1,2,2
120292,4,2,1,3,3,4,1,5,1,1,2,2
120312,4,3,1,4,4,5,1,5,1,1,2,2
120327,5,4,1,3,4,4,1,3,2,1,2,2
120241,2,5,2,3,2,4,2,4,2,1,2,2
120436,2,2,2,2,2,2,2,2,2,2,2,2
120524,2,2,2,2,2,2,2,2,2,2,2,2
120378,6,3,3,5,4,4,2,2,2,2,2,2
120166,6,2,3,5,4,2,2,3,0,3,2,2
120303,4,2,1,3,3,3,1,6,1,1,3,2
120036,3,4,1,4,3,3,1,6,1,1,3,2
120446,6,4,2,3,3,4,1,6,1,1,3,2
120279,3,3,0,0,2,0,2,2,2,1,3,2
120294,4,3,2,5,3,3,1,3,2,1,3,2
120542,3,2,2,2,1,3,2,4,2,1,3,2
120023,3,3,2,4,2,3,1,5,2,1,3,2
120540,3,2,1,5,1,6,1,5,2,1,3,2
120337,4,4,2,2,4,4,2,5,2,1,3,2
120219,5,5,3,3,4,4,1,6,2,1,3,2
120543,5,3,3,5,4,4,1,6,2,1,3,2
120359,5,5,3,5,2,4,4,6,2,1,3,2
120535,4,3,2,3,4,3,1,4,3,1,3,2
120163,4,2,1,5,2,5,1,5,3,1,3,2
120289,5,3,3,5,5,4,1,6,3,2,3,2
120216,4,4,4,4,5,5,5,1,3,6,3,2
120160,6,3,3,4,0,2,2,5,2,0,4,2
120196,4,4,1,4,2,4,1,5,1,1,4,2
120276,6,2,1,2,4,3,1,6,1,1,4,2
120336,5,3,3,3,4,2,1,2,2,1,4,2
120482,4,5,3,3,3,4,1,3,2,1,4,2
120562,4,4,3,5,2,2,1,6,2,1,4,2
120561,4,1,0,2,1,3,3,1,5,6,4,2
120304,5,4,4,6,3,4,3,4,1,1,5,2
120453,5,3,1,6,6,5,1,6,1,1,5,2
120387,3,4,3,3,3,3,4,6,2,2,5,2
120427,5,5,2,4,4,4,1,5,1,1,6,2
120401,5,5,1,4,5,5,1,6,1,1,6,2
120474,1,1,1,5,1,1,1,3,1,1,0,3
120372,4,4,0,3,0,3,4,4,0,5,0,3
120061,1,1,1,6,1,1,1,1,1,1,1,3
120162,1,2,1,3,1,2,1,1,1,1,1,3
120007,1,1,1,5,1,2,1,3,1,1,1,3
120463,1,1,1,5,2,2,1,3,1,1,1,3
120489,1,1,1,4,2,3,1,4,1,1,1,3
120234,2,2,1,5,2,4,1,4,1,1,1,3
120207,1,1,2,4,1,3,2,4,1,1,1,3
120546,1,1,0,4,1,1,1,5,1,1,1,3
120322,1,0,1,4,1,2,1,5,1,1,1,3
120552,3,2,1,4,1,2,1,5,1,1,1,3
120249,1,2,1,5,1,3,1,5,1,1,1,3
120005,1,1,1,6,1,4,1,5,1,1,1,3
120375,1,2,1,5,2,4,1,5,1,1,1,3
120363,1,2,1,5,3,3,3,5,1,1,1,3
120001,1,3,1,4,1,4,1,6,1,1,1,3
120131,2,3,1,4,3,2,2,3,2,1,1,3
120457,2,2,1,2,1,3,1,4,2,1,1,3
120360,4,4,1,1,1,1,1,4,4,1,1,3
120082,2,2,1,3,1,2,2,2,1,2,1,3
120277,1,2,0,4,1,3,1,5,1,2,1,3
120266,4,1,2,4,1,2,4,3,2,3,1,3
120522,1,1,1,2,1,1,2,1,1,5,1,3
120228,2,5,2,4,5,6,1,5,0,1,2,3
120055,2,2,1,3,1,2,2,1,1,1,2,3
120366,2,2,2,3,1,2,1,2,1,1,2,3
120539,3,2,2,4,2,3,1,4,1,1,2,3
120379,2,2,1,3,1,2,1,5,1,1,2,3
120149,3,3,1,4,2,2,1,5,1,1,2,3
120362,2,2,1,4,2,3,1,5,1,1,2,3
120389,3,2,1,5,2,3,1,6,1,1,2,3
120099,2,4,2,2,3,4,1,6,1,1,2,3
120426,3,2,2,6,3,2,1,3,2,1,2,3
120106,2,2,2,5,3,3,2,3,2,1,2,3
120323,2,2,1,4,2,3,1,4,2,1,2,3
120239,2,2,0,5,2,0,1,5,2,1,2,3
120203,2,4,2,5,2,2,1,5,2,1,2,3
120334,6,3,2,4,4,5,2,5,2,1,2,3
120265,4,4,3,5,2,6,1,3,3,1,2,3
120173,6,5,6,4,6,6,3,5,3,1,2,3
120388,4,4,0,5,3,2,2,6,0,2,2,3
120280,2,2,2,3,2,2,2,5,2,2,2,3
120272,4,2,1,5,2,2,1,4,1,3,2,3
120502,1,1,0,1,4,1,1,1,0,4,2,3
120200,6,4,4,5,1,4,4,3,0,1,3,3
120498,0,0,0,5,2,0,4,5,0,1,3,3
120416,3,3,3,5,3,5,1,4,1,1,3,3
120227,2,2,1,5,2,3,3,4,1,1,3,3
120485,4,3,1,5,3,4,1,6,1,1,3,3
120478,4,4,1,3,1,4,1,5,2,1,3,3
120085,4,2,1,4,2,4,1,5,2,1,3,3
120033,4,4,2,5,1,4,2,5,3,1,3,3
120271,4,3,2,3,4,4,4,1,2,3,3,3
120075,3,3,3,6,0,5,3,6,2,3,3,3
120134,3,3,2,3,2,3,4,5,3,3,3,3
120121,3,3,5,4,5,4,5,3,5,6,3,3
120189,4,3,1,5,2,3,1,5,1,1,4,3
120504,4,3,1,5,4,4,3,6,1,1,4,3
120213,3,3,1,6,4,2,1,5,2,1,4,3
120469,6,4,2,3,2,2,0,6,2,1,4,3
120146,5,5,3,4,4,4,1,4,3,1,4,3
120357,3,3,2,5,3,5,3,4,3,1,4,3
120027,5,5,5,5,5,4,2,5,3,1,4,3
120449,6,3,4,5,3,5,2,6,3,1,4,3
120329,4,3,2,4,1,3,1,3,3,2,4,3
120480,4,2,3,5,4,3,2,5,3,2,4,3
120462,3,2,2,3,3,4,4,1,0,5,4,3
120011,5,4,5,2,5,4,6,2,5,6,4,3
120263,5,4,5,3,5,3,1,3,2,1,5,3
120338,4,5,1,3,3,5,1,5,2,1,5,3
120302,2,2,2,6,1,2,3,1,3,3,6,3
120088,0,0,0,5,0,0,0,6,0,0,0,4
120341,3,0,0,5,0,0,0,6,0,0,0,4
120551,3,2,1,6,3,4,1,1,1,1,1,4
120107,1,1,1,6,1,0,5,1,1,1,1,4
120440,2,1,1,4,1,1,1,2,1,1,1,4
120403,2,2,1,4,1,1,1,2,1,1,1,4
120251,1,1,1,4,1,2,1,3,1,1,1,4
120284,1,1,1,4,1,2,1,3,1,1,1,4
120364,1,2,1,4,1,3,1,3,1,1,1,4
120093,1,2,1,4,1,0,1,5,1,1,1,4
120004,1,2,1,6,1,2,1,5,1,1,1,4
120340,4,3,1,5,1,3,3,6,1,1,1,4
120432,2,2,2,3,2,2,1,4,2,1,1,4
120331,3,1,1,5,3,3,1,4,2,1,1,4
120019,2,2,1,4,3,3,2,4,2,1,1,4
120538,3,3,2,4,1,2,3,4,2,1,1,4
120525,1,1,2,4,4,4,1,3,3,1,1,4
120164,1,1,2,3,1,3,6,3,1,2,1,4
120421,2,2,1,5,1,2,1,3,2,2,1,4
120517,2,2,1,4,1,3,1,6,2,2,1,4
120117,2,1,1,5,1,2,1,2,3,3,1,4
120186,4,1,2,4,3,4,3,4,3,3,1,4
120386,1,1,1,1,1,1,1,4,1,5,1,4
120039,1,1,1,2,1,1,4,1,2,5,1,4
120495,1,1,1,3,1,1,5,1,1,6,1,4
120418,1,1,1,2,1,1,5,2,2,6,1,4
120385,3,2,1,6,2,2,3,1,1,1,2,4
120563,1,2,1,4,1,3,3,1,1,1,2,4
120118,3,1,1,5,2,1,1,3,1,1,2,4
120512,3,4,1,5,2,3,1,4,1,1,2,4
120493,2,2,1,4,1,3,1,5,1,1,2,4
120047,2,2,1,5,2,3,1,5,1,1,2,4
120199,2,2,1,4,2,2,2,2,2,1,2,4
120155,3,3,3,5,3,6,1,3,2,1,2,4
120063,4,2,1,5,3,2,1,5,2,1,2,4
120190,2,2,2,3,1,3,1,5,2,1,2,4
120217,3,3,1,6,3,2,1,2,4,1,2,4
120353,3,4,1,5,1,3,3,2,2,2,2,4
120046,4,3,1,5,1,3,1,5,1,3,2,4
120202,3,2,2,5,4,2,3,4,2,3,2,4
120246,4,3,2,4,2,4,1,5,3,3,2,4
120351,2,2,2,4,2,3,4,4,2,4,2,4
120028,2,3,1,5,2,3,3,4,1,5,2,4
120100,2,4,1,3,2,2,1,4,1,1,3,4
120409,2,4,3,4,4,5,1,5,1,1,3,4
120325,4,4,1,5,4,5,1,6,1,1,3,4
120074,4,2,1,4,2,3,2,3,2,1,3,4
120268,4,3,2,4,2,2,2,5,2,1,3,4
120240,4,3,2,5,3,4,2,5,2,1,3,4
120169,4,4,3,6,6,6,3,6,3,1,3,4
120313,3,4,3,5,3,4,3,4,4,1,3,4
120058,3,3,1,5,5,4,1,4,2,2,3,4
120412,2,3,3,4,3,3,2,4,2,2,3,4
120447,2,2,2,6,3,5,1,5,2,2,3,4
120238,3,3,3,4,2,3,4,3,4,3,3,4
120515,2,2,2,3,2,2,3,3,2,4,3,4
120330,3,3,3,5,3,4,0,5,2,4,3,4
120415,4,3,4,0,5,4,5,3,3,4,3,4
120049,3,3,2,4,3,2,3,2,2,5,3,4
120501,3,3,2,4,2,2,4,5,3,6,3,4
120456,2,4,3,4,4,4,1,5,0,1,4,4
120532,4,3,1,3,3,1,1,4,1,1,4,4
120232,2,2,1,5,1,5,1,4,1,1,4,4
120394,4,2,1,5,2,2,1,5,1,1,4,4
120398,1,2,1,5,2,3,1,6,1,1,4,4
120235,5,5,1,5,3,3,1,6,1,1,4,4
120152,5,2,2,5,2,4,1,5,2,1,4,4
120098,4,3,2,5,3,3,4,6,2,1,4,4
120010,2,2,3,4,3,2,2,2,2,2,4,4
120056,4,5,4,6,4,5,4,5,0,4,4,4
120150,4,4,3,5,4,4,3,6,3,4,4,4
120406,4,4,4,4,4,4,4,4,4,4,4,4
120499,6,3,1,1,5,5,1,4,5,1,5,4
120468,5,2,4,3,4,5,2,5,2,4,5,4
120174,4,5,4,5,2,2,3,5,4,4,5,4
120550,4,6,4,5,4,5,5,6,1,1,6,4
120179,4,0,0,5,0,0,0,6,0,0,0,5
120044,0,0,0,2,0,2,0,3,0,1,0,5
120253,1,3,2,4,2,3,3,4,2,1,0,5
120318,3,0,0,3,3,4,3,0,0,3,0,5
120030,0,0,0,6,4,5,0,4,0,3,0,5
120110,2,0,0,4,5,0,1,5,2,3,0,5
120523,4,2,1,2,1,4,3,2,0,1,1,5
120314,1,1,1,3,1,1,1,1,1,1,1,5
120115,1,1,1,4,1,1,1,1,1,1,1,5
120211,2,2,1,3,2,2,1,1,1,1,1,5
120142,1,1,1,3,1,1,5,1,1,1,1,5
120087,1,1,1,2,1,1,1,2,1,1,1,5
120038,1,1,1,3,1,2,1,2,1,1,1,5
120560,1,2,1,4,2,2,2,2,1,1,1,5
120245,1,1,1,5,1,1,1,3,1,1,1,5
120534,2,1,1,3,1,2,1,3,1,1,1,5
120492,4,1,1,4,3,5,1,3,1,1,1,5
120042,4,1,1,5,1,1,1,4,1,1,1,5
120090,2,2,1,5,2,2,1,4,1,1,1,5
120422,1,3,1,3,3,5,2,4,1,1,1,5
120430,1,1,1,3,1,2,1,5,1,1,1,5
120050,1,1,1,4,1,2,1,5,1,1,1,5
120290,2,1,1,4,1,2,1,5,1,1,1,5
120003,1,1,1,5,1,2,1,5,1,1,1,5
120496,2,2,1,6,2,2,1,5,1,1,1,5
120519,1,1,1,5,3,3,2,5,1,1,1,5
120105,2,2,1,6,2,4,2,5,1,1,1,5
120256,1,4,1,4,1,3,1,6,1,1,1,5
120454,1,1,1,4,1,1,1,1,2,1,1,5
120296,2,1,2,6,1,4,1,1,2,1,1,5
120354,1,1,1,5,1,1,1,3,2,1,1,5
120299,2,1,1,5,2,2,1,3,2,1,1,5
120328,1,1,1,4,1,1,2,3,2,1,1,5
120346,2,4,4,4,2,4,5,3,2,1,1,5
120309,1,1,1,4,1,3,3,4,2,1,1,5
120450,3,3,2,6,1,2,4,4,2,1,1,5
120247,3,2,2,6,3,3,4,4,2,1,1,5
120244,2,1,1,6,1,2,2,5,2,1,1,5
120114,1,2,2,5,2,2,2,5,2,1,1,5
120297,1,2,2,4,1,2,3,3,3,1,1,5
120233,2,2,2,4,2,2,3,3,3,1,1,5
120078,1,2,1,4,1,4,2,4,3,1,1,5
120020,3,2,1,4,1,1,4,4,3,1,1,5
120369,2,2,2,4,2,3,2,5,3,1,1,5
120465,4,3,3,6,1,3,5,4,4,1,1,5
120402,0,0,0,5,5,0,0,4,0,2,1,5
120486,1,1,1,4,1,1,2,3,2,2,1,5
120133,1,1,1,3,1,1,4,2,1,3,1,5
120062,1,1,1,3,1,2,5,4,1,3,1,5
120439,1,2,2,4,2,3,3,3,2,3,1,5
120526,2,1,1,6,3,2,1,1,3,3,1,5
120136,1,1,1,3,1,2,6,1,1,4,1,5
120476,1,1,1,5,1,2,3,3,1,4,1,5
120016,4,1,1,4,2,3,1,4,1,4,1,5
120529,1,1,1,4,1,1,4,5,1,4,1,5
120316,1,1,1,6,1,1,5,1,1,5,1,5
120192,1,1,1,1,1,1,6,1,1,5,1,5
120182,3,2,1,4,1,1,0,3,1,5,1,5
120026,1,1,2,2,1,2,4,2,2,5,1,5
120145,1,1,1,6,3,3,4,2,2,5,1,5
120527,1,2,1,4,1,2,2,2,1,1,2,5
120444,4,2,1,3,4,2,1,3,1,1,2,5
120396,2,4,1,5,2,4,5,4,1,1,2,5
120555,5,2,1,5,1,2,1,5,1,1,2,5
120373,0,4,1,4,1,2,2,5,1,1,2,5
120069,1,1,1,5,4,5,1,6,1,1,2,5
120491,1,3,1,4,1,3,2,6,1,1,2,5
120208,3,3,2,6,1,2,3,4,2,1,2,5
120537,4,4,2,5,2,3,1,5,2,1,2,5
120037,2,1,1,4,4,0,1,4,4,1,2,5
120470,2,2,1,4,3,6,1,1,1,2,2,5
120205,2,2,1,4,3,3,3,5,1,2,2,5
120395,2,2,1,5,2,3,2,5,2,2,2,5
120374,4,3,2,5,4,1,5,2,1,3,2,5
120451,3,4,4,5,3,2,6,3,2,3,2,5
120332,2,3,1,4,1,2,3,4,2,3,2,5
120377,3,2,3,5,4,3,2,5,3,3,2,5
120230,2,2,1,3,3,2,4,3,1,4,2,5
120178,1,1,1,4,2,2,3,4,1,4,2,5
120545,3,2,2,5,2,3,4,2,2,4,2,5
120391,1,1,2,3,2,2,2,3,2,4,2,5
120171,1,1,1,3,1,4,4,3,2,4,2,5
120258,2,2,1,3,4,4,5,2,1,5,2,5
120298,3,5,1,6,0,3,1,4,3,0,3,5
120286,2,2,2,2,3,3,2,3,0,1,3,5
120367,4,4,1,3,1,3,1,5,1,1,3,5
120231,3,3,2,5,3,4,1,4,2,1,3,5
120358,4,2,2,5,5,4,1,4,3,1,3,5
120223,4,5,3,5,3,4,2,5,3,1,3,5
120311,3,3,0,5,2,3,1,4,4,1,3,5
120431,4,2,2,4,2,3,3,4,1,2,3,5
120530,4,2,2,5,2,3,2,5,2,2,3,5
120072,4,2,1,5,4,3,3,3,4,2,3,5
120080,3,3,3,4,1,2,4,1,0,4,3,5
120077,3,3,1,4,1,1,1,4,1,4,3,5
120343,3,3,2,4,3,3,4,3,2,4,3,5
120392,3,3,2,5,4,4,5,5,2,4,3,5
120428,2,4,1,4,1,4,5,3,3,4,3,5
120506,3,4,3,6,3,4,4,5,4,4,3,5
120510,2,3,2,5,1,3,3,5,3,5,3,5
120475,3,3,4,4,4,2,5,2,5,5,3,5
120300,4,1,1,5,1,5,1,4,1,1,4,5
120161,5,4,4,3,5,3,1,6,1,1,4,5
120022,3,5,3,5,4,3,2,3,2,1,4,5
120109,4,2,3,4,3,2,1,3,4,1,4,5
120397,1,2,1,4,3,3,1,4,4,1,4,5
120236,2,2,1,5,1,2,5,5,5,4,4,5
120159,3,2,2,4,4,4,5,1,2,5,4,5
120558,4,5,3,5,3,5,6,5,3,6,4,5
120319,5,5,4,4,3,4,3,5,0,1,5,5
120025,4,4,0,6,3,5,5,5,5,1,5,5
120490,4,3,1,5,2,3,4,5,5,4,5,5
120029,4,4,1,5,3,4,6,3,2,5,5,5
120371,4,3,2,4,1,3,1,3,1,1,6,5
120226,5,6,4,5,4,5,5,4,4,5,6,5
120566,0,0,0,0,0,0,0,0,0,0,0,6
120567,0,0,0,0,0,0,0,0,0,0,0,6
120569,0,0,0,0,0,0,0,0,0,0,0,6
120571,0,0,0,0,0,0,0,0,0,0,0,6
120572,0,0,0,0,0,0,0,0,0,0,0,6
120533,0,0,0,0,0,0,4,3,0,0,0,6
120214,1,1,1,3,1,5,4,2,3,1,0,6
120139,5,5,4,5,3,4,5,5,0,4,0,6
120079,2,1,1,1,1,2,1,1,0,1,1,6
120352,6,0,0,6,5,6,1,6,0,1,1,6
120255,1,1,1,1,1,1,1,1,1,1,1,6
120275,1,1,1,1,1,1,1,1,1,1,1,6
120521,1,1,1,2,1,1,4,1,1,1,1,6
120032,1,1,1,5,1,4,5,1,1,1,1,6
120419,1,1,1,3,1,1,4,2,1,1,1,6
120209,1,1,1,6,1,2,2,3,1,1,1,6
120513,1,1,1,3,1,1,3,3,1,1,1,6
120380,6,3,1,5,1,1,1,4,1,1,1,6
120185,1,1,1,5,1,2,3,4,1,1,1,6
120505,1,2,1,5,1,3,3,4,1,1,1,6
120553,1,4,1,4,1,3,2,5,1,1,1,6
120411,1,3,1,6,1,3,5,6,1,1,1,6
120068,1,1,1,3,1,3,4,1,2,1,1,6
120435,1,1,1,2,2,2,2,2,2,1,1,6
120424,2,2,2,4,1,1,4,2,2,1,1,6
120183,1,1,1,5,1,2,1,3,2,1,1,6
120097,2,1,1,5,1,2,2,3,2,1,1,6
120135,1,1,1,5,1,3,3,5,3,1,1,6
120390,1,1,1,5,2,1,5,1,4,1,1,6
120140,1,1,1,6,1,1,5,1,5,1,1,6
120404,1,1,1,4,2,2,3,2,5,1,1,6
120400,1,1,1,5,2,2,3,4,1,2,1,6
120420,1,1,1,4,1,2,3,3,2,2,1,6
120024,1,1,1,5,1,4,4,4,2,2,1,6
120120,1,1,1,2,1,1,3,3,1,3,1,6
120471,1,2,1,4,1,2,5,3,1,3,1,6
120043,1,1,1,2,1,1,2,1,1,4,1,6
120437,1,2,1,3,1,2,2,2,1,4,1,6
120113,1,1,1,4,1,2,2,2,1,4,1,6
120225,3,1,2,4,5,1,6,3,3,4,1,6
120092,1,1,1,4,1,1,1,1,1,5,1,6
120455,1,1,1,4,1,1,4,1,1,5,1,6
120125,1,1,1,1,1,1,5,2,1,5,1,6
